Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.C.QuestionnaireResponse.1.json	3570	10	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	63	29	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.1.json	1107	5	1	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	29	14	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.2.json	1590	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	37	15	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.3.json	2332	7	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	51	19	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.1.json	685	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.2.json	692	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	11	1	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.3.json	692	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	10	0	0	1	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.4.json	1723	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	36	14	0	0	0	0	0	0	0
fsh-generated/resources/Requirements-immz-e-fxnreq.json	6348	9	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	55	30	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-IMMZCRegisterClient.json	12688	24	0	0	0	0	0	63	0	115	0	0	0	0	0	0	0	1	0	0	138	1399	0	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-IMMZD1ClientHistoryMeasles.json	7796	15	0	0	0	0	0	50	0	49	0	0	0	0	0	0	0	0	0	0	106	519	0	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-IMMZD4CheckContraindicationsMeasles.json	2400	7	0	0	0	0	0	26	0	17	0	0	0	0	0	0	0	0	0	0	37	311	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SGImmunization.json	1851	7	1	0	0	0	0	217	1	156	0	0	0	0	0	0	0	1	0	0	241	1362	0	0	0	0	15	0	11
fsh-generated/resources/StructureDefinition-SGMedicationClassification.json	1536	6	0	0	0	0	0	36	0	20	0	0	0	0	0	0	0	0	0	0	45	211	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProduct.json	1744	6	0	0	0	0	0	105	0	76	0	0	0	0	0	0	0	1	0	0	139	633	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProposal.json	2120	8	0	0	0	0	0	212	0	222	0	0	0	0	0	0	0	1	0	0	440	1268	0	0	0	0	16	0	0
fsh-generated/resources/StructureDefinition-SGVaccineRequest.json	1623	7	0	0	0	0	0	246	0	179	0	0	1	0	0	0	0	0	0	0	358	958	0	0	0	0	23	0	1
fsh-generated/resources/StructureDefinition-sg-ext-administeredProduct.json	1652	5	0	0	0	0	0	32	0	21	0	0	0	0	0	0	0	1	0	0	115	201	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-ARVDrugs-values.json	751	5	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	22	337	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-AllVaccineTypes.json	1478	5	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	25	258	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Birthweight-values.json	866	4	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	20	279	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-HIVstatus-values.json	1032	5	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	12	241	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.C.DE5.json	843	4	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	14	198	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE10.json	753	4	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	15	217	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D4.DE161.json	1050	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	11	210	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.Z.DE9.json	1675	5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14	204	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Immunocompromised-values.json	726	7	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	24	243	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-LiveAttenuatedVaccines.json	1594	7	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	22	233	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-Negativetestresult-values.json	620	4	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	8	242	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-PositiveTestResult-values.json	626	3	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	9	224	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMeaslesVaccineProducts.json	535	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	185	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VaccineTypes.json	1224	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	20	200	0	0	0	0	0	0	0
input/maps/IMMZCLMToPatient.fml	1794	16	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	66	27	0	0	0	0	2	0	0
input/maps/IMMZCQRToLM.fml	2602	18	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	81	26	0	0	0	0	1	0	0
input/maps/IMMZCQRToPatient.fml	1156	11	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	24	19	0	0	0	0	1	0	0
input/maps/IMMZD1LMToResources.fml	5109	39	0	0	0	0	0	0	2	128	0	0	0	0	0	0	0	0	0	0	159	55	0	0	0	0	11	0	1
input/maps/IMMZD1QRToLM.fml	2484	21	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	77	26	0	0	0	0	2	0	0
input/maps/IMMZD1QRToResources.fml	948	7	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	19	118	0	0	1	0	0	0	0
input/maps/IMMZD4LMToResources.fml	812	8	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	21	16	0	0	0	0	1	0	0
input/maps/IMMZD4QRToLM.fml	713	8	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	22	13	0	0	0	0	0	0	0
input/maps/IMMZD4QRToResources.fml	966	7	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	20	39	0	0	0	0	1	0	0
